時間,進港/出港,臺灣港口,貨物別,地區別,重量(公噸)
099年09月,進港,基隆港,礦產品,高雄港,33507
099年09月,進港,基隆港,礦產品,花蓮港,232481
099年09月,出港,基隆港,礦產品,花蓮港,10068
099年09月,出港,基隆港,礦產品,蘇澳港,4822
099年09月,出港,基隆港,礦產品,馬祖港,590
099年09月,進港,基隆港,"家具玩具運動用品,雜項製品",金門港,82
099年09月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,1487
099年09月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,86
099年09月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3032
099年09月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,38
099年09月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,569
099年10月,進港,基隆港,礦產品,高雄港,89576
099年10月,進港,基隆港,礦產品,花蓮港,242026
099年10月,出港,基隆港,礦產品,蘇澳港,3417
099年10月,進港,基隆港,"家具玩具運動用品,雜項製品",金門港,54
099年10月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,850
099年10月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,30
099年10月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3080
099年10月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,48
099年10月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,737
099年11月,進港,基隆港,礦產品,高雄港,73886
099年11月,進港,基隆港,礦產品,花蓮港,239467
099年11月,出港,基隆港,礦產品,馬祖港,600
099年11月,進港,基隆港,"家具玩具運動用品,雜項製品",金門港,142
099年11月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,1846
099年11月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,254
099年11月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,5685
099年11月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,50
099年11月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,913
099年12月,進港,基隆港,礦產品,高雄港,86692
099年12月,進港,基隆港,礦產品,花蓮港,278629
099年12月,進港,基隆港,"家具玩具運動用品,雜項製品",金門港,153
099年12月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,1645
099年12月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,85
099年12月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,6892
099年12月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,161
099年12月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,1413
100年01月,進港,基隆港,礦產品,高雄港,63569
100年01月,進港,基隆港,礦產品,花蓮港,293621
100年01月,出港,基隆港,礦產品,馬祖港,524
100年01月,進港,基隆港,"家具玩具運動用品,雜項製品",金門港,125
100年01月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,927
100年01月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,185
100年01月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,4450
100年01月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,35
100年01月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,543
100年02月,進港,基隆港,礦產品,高雄港,121207
100年02月,進港,基隆港,礦產品,花蓮港,156620
100年02月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,523
100年02月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,117
100年02月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,1743
100年02月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,19
100年02月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,302
100年03月,出港,基隆港,礦產品,臺中港,13292
100年03月,進港,基隆港,礦產品,高雄港,62109
100年03月,進港,基隆港,礦產品,花蓮港,274286
100年03月,出港,基隆港,礦產品,花蓮港,1923
100年03月,進港,基隆港,"家具玩具運動用品,雜項製品",金門港,265
100年03月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,956
100年03月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,32
100年03月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,6235
100年03月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,180
100年03月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,2503
100年04月,出港,基隆港,礦產品,臺中港,4751
100年04月,進港,基隆港,礦產品,高雄港,114597
100年04月,進港,基隆港,礦產品,花蓮港,244437
100年04月,出港,基隆港,礦產品,蘇澳港,10994
100年04月,出港,基隆港,礦產品,馬祖港,988
100年04月,進港,基隆港,"家具玩具運動用品,雜項製品",金門港,30
100年04月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,1256
100年04月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,30
100年04月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3918
100年04月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,73
100年04月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,1635
100年05月,出港,基隆港,礦產品,臺中港,4744
100年05月,進港,基隆港,礦產品,高雄港,99978
100年05月,進港,基隆港,礦產品,花蓮港,236927
100年05月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,1131
100年05月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,45
100年05月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,6811
100年05月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,88
100年05月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,1071
100年06月,進港,基隆港,礦產品,高雄港,106898
100年06月,進港,基隆港,礦產品,花蓮港,208305
100年06月,出港,基隆港,礦產品,花蓮港,5697
100年06月,出港,基隆港,礦產品,蘇澳港,5178
100年06月,出港,基隆港,礦產品,馬祖港,506
100年06月,進港,基隆港,"家具玩具運動用品,雜項製品",金門港,76
100年06月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,1073
100年06月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,72
100年06月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,5562
100年06月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,81
100年06月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,1275
100年07月,進港,基隆港,礦產品,高雄港,92353
100年07月,進港,基隆港,礦產品,花蓮港,198672
100年07月,出港,基隆港,礦產品,蘇澳港,31137
100年07月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,631
100年07月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,5571
100年07月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,123
100年07月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,1245
100年08月,出港,基隆港,礦產品,臺中港,23555
100年08月,進港,基隆港,礦產品,高雄港,128664
100年08月,進港,基隆港,礦產品,花蓮港,209191
100年08月,出港,基隆港,礦產品,花蓮港,9614
100年08月,出港,基隆港,礦產品,馬祖港,581
100年08月,進港,基隆港,"家具玩具運動用品,雜項製品",金門港,50
100年08月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,626
100年08月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3
100年08月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3857
100年08月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,70
100年08月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,704
100年09月,出港,基隆港,礦產品,臺中港,11347
100年09月,進港,基隆港,礦產品,高雄港,215960
100年09月,出港,基隆港,礦產品,高雄港,6591
100年09月,進港,基隆港,礦產品,花蓮港,217996
100年09月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,955
100年09月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,2948
100年09月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,180
100年09月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,980
100年10月,進港,基隆港,礦產品,高雄港,67545
100年10月,出港,基隆港,礦產品,高雄港,7768
100年10月,進港,基隆港,礦產品,花蓮港,142993
100年10月,出港,基隆港,礦產品,花蓮港,5033
100年10月,出港,基隆港,礦產品,蘇澳港,5021
100年10月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,894
100年10月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,35
100年10月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3975
100年10月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,119
100年10月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,1046
100年11月,進港,基隆港,礦產品,高雄港,102243
100年11月,出港,基隆港,礦產品,高雄港,15718
100年11月,進港,基隆港,礦產品,花蓮港,198775
100年11月,出港,基隆港,礦產品,花蓮港,5028
100年11月,出港,基隆港,礦產品,蘇澳港,5063
100年11月,出港,基隆港,礦產品,馬祖港,866
100年11月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,914
100年11月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,5039
100年11月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,38
100年11月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,648
100年12月,進港,基隆港,礦產品,高雄港,156159
100年12月,出港,基隆港,礦產品,高雄港,29695
100年12月,進港,基隆港,礦產品,花蓮港,217252
100年12月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,880
100年12月,進港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,20
100年12月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3890
100年12月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,127
100年12月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,1045
101年01月,進港,基隆港,礦產品,高雄港,153068
101年01月,出港,基隆港,礦產品,高雄港,7309
101年01月,進港,基隆港,礦產品,花蓮港,186148
101年01月,出港,基隆港,礦產品,馬祖港,594
101年01月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,300
101年01月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,1705
101年01月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,72
101年01月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,514
101年02月,出港,基隆港,礦產品,臺中港,8655
101年02月,進港,基隆港,礦產品,高雄港,136042
101年02月,出港,基隆港,礦產品,高雄港,7636
101年02月,進港,基隆港,礦產品,花蓮港,137603
101年02月,出港,基隆港,礦產品,蘇澳港,23394
101年02月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,1070
101年02月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,2345
101年02月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,100
101年02月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,870
101年03月,出港,基隆港,礦產品,臺中港,15741
101年03月,進港,基隆港,礦產品,高雄港,114093
101年03月,進港,基隆港,礦產品,花蓮港,170482
101年03月,出港,基隆港,礦產品,花蓮港,26749
101年03月,出港,基隆港,礦產品,蘇澳港,32980
101年03月,出港,基隆港,礦產品,馬祖港,586
101年03月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,1420
101年03月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,2930
101年03月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,110
101年03月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,1044
101年04月,進港,基隆港,礦產品,高雄港,137123
101年04月,出港,基隆港,礦產品,高雄港,17971
101年04月,進港,基隆港,礦產品,花蓮港,181722
101年04月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,910
101年04月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,2835
101年04月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,160
101年04月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,818
101年05月,進港,基隆港,礦產品,高雄港,134650
101年05月,進港,基隆港,礦產品,花蓮港,168276
101年05月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,920
101年05月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3600
101年05月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,86
101年05月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,1070
101年05月,進港,基隆港,"家具玩具運動用品,雜項製品",環島其他,60
101年06月,進港,基隆港,礦產品,高雄港,76323
101年06月,進港,基隆港,礦產品,花蓮港,197518
101年06月,出港,基隆港,礦產品,馬祖港,586
101年06月,出港,基隆港,"家具玩具運動用品,雜項製品",金門港,715
101年06月,出港,基隆港,"家具玩具運動用品,雜項製品",馬祖港,3730
101年06月,進港,基隆港,"家具玩具運動用品,雜項製品",東引港,77
101年06月,出港,基隆港,"家具玩具運動用品,雜項製品",東引港,506
101年06月,出港,基隆港,"家具玩具運動用品,雜項製品",環島其他,120
101年07月,進港,基隆港,礦產品,高雄港,103775
101年07月,進港,基隆港,礦產品,花蓮港,156904
101年07月,出港,基隆港,礦產品,花蓮港,18632
101年07月,出港,基隆港,礦產品,馬公港,3063
101年07月,出港,基隆港,"家具玩具運動用品,雜項製品",花蓮港,310
