時間,近/遠洋,進/出港,裝/卸貨,航線名稱,其他國家港口國,其他國家港口,臺灣港口,船舶種類,船舶國籍,船舶運能,艘次
2015/3/28 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,中國大陸,6000~10000TEU,1
2015/4/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,新加坡,6000~10000TEU,1
2015/1/29 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,香港,6000~10000TEU,1
2015/2/14 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,6000~10000TEU,1
2015/5/14 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,散裝船,中國大陸,6000~10000TEU,1
2015/6/10 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,香港,6000~10000TEU,1
2015/6/5 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,中國大陸,6000~10000TEU,1
2015/1/21 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,6000~10000TEU,1
2015/4/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,6000~10000TEU,1
2019/2/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,3000TEU以下,1
2018/12/5 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,3000TEU以下,1
2018/11/4 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,3000TEU以下,1
2019/1/8 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,3000TEU以下,1
2018/3/31 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,散裝船,香港,3000TEU以下,1
2018/6/24 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,散裝船,巴拿馬,3000TEU以下,1
2017/2/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,南通,基隆港,散裝船,巴拿馬,3000TEU以下,1
2015/8/11 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,南通,基隆港,雜貨船,大韓民國（南韓）,6000~10000TEU,1
2018/1/23 上午 12:00:00,遠洋航線,進港,裝貨,B004歐洲航線(含大陸),中國大陸,蛇口,基隆港,全貨櫃船,香港,3000TEU以下,1
2015/12/22 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,6000~10000TEU,1
2015/11/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中華民國,6000~10000TEU,1
2015/12/8 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,6000~10000TEU,1
2015/11/24 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,6000~10000TEU,1
2015/12/1 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中華民國,6000~10000TEU,1
2015/10/27 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,6000~10000TEU,1
2015/9/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,6000~10000TEU,1
2015/11/10 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,6000~10000TEU,1
2015/9/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,6000~10000TEU,1
2015/10/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中華民國,6000~10000TEU,1
2015/11/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中華民國,6000~10000TEU,1
2015/10/13 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,6000~10000TEU,1
2015/9/22 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中華民國,6000~10000TEU,1
2015/12/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中華民國,6000~10000TEU,1
2015/10/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中華民國,6000~10000TEU,1
2015/1/1 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,油輪,馬紹爾群島共和國,6000~10000TEU,1
2015/6/10 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/4/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/6/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2021/7/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,台北港,全貨櫃船,中華民國,3000TEU以下,1
2021/6/13 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,台北港,全貨櫃船,中華民國,3000TEU以下,1
2021/5/31 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,台北港,全貨櫃船,中華民國,3000TEU以下,1
2021/5/20 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,上海,台北港,全貨櫃船,巴拿馬,3000~6000TEU,1
2021/4/9 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,上海,台北港,全貨櫃船,巴拿馬,3000TEU以下,1
2021/4/16 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,上海,台北港,全貨櫃船,巴拿馬,3000TEU以下,1
2021/4/22 上午 12:00:00,遠洋航線,進港,裝貨,D124北美西岸航線(含大陸),中國大陸,上海,台北港,全貨櫃船,賴比瑞亞,6000~10000TEU,1
2021/3/16 上午 12:00:00,近洋航線,進港,裝貨,A304東南、北亞航線(含大陸),中國大陸,上海,台北港,全貨櫃船,巴拿馬,3000TEU以下,1
2015/5/1 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/4/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/4/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,水泥專用船,香港,6000~10000TEU,1
2015/3/22 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,水泥專用船,香港,6000~10000TEU,1
2015/3/23 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2018/1/29 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,散裝船,新加坡,3000TEU以下,1
2017/7/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,散裝船,新加坡,3000TEU以下,1
2020/3/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,中國大陸,3000TEU以下,1
2017/3/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,3000TEU以下,1
2018/3/13 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,3000TEU以下,1
2018/5/31 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,3000TEU以下,1
2017/10/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,3000TEU以下,1
2015/5/6 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,散裝船,香港,6000~10000TEU,1
2015/7/16 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,6000~10000TEU,1
2015/5/19 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,6000~10000TEU,1
2015/4/28 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,6000~10000TEU,1
2015/6/19 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴拿馬,6000~10000TEU,1
2018/8/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,3000TEU以下,1
2016/8/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,3000TEU以下,1
2016/4/26 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,3000TEU以下,1
2016/8/25 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,3000TEU以下,1
2016/10/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,3000TEU以下,1
2017/4/25 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,3000TEU以下,1
2015/2/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,水泥專用船,香港,6000~10000TEU,1
2015/1/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/1/27 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/1/5 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/1/8 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/3/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/2/18 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,泰州,台北港,挖泥船,巴拿馬,6000~10000TEU,1
2015/1/11 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,巴拿馬,6000~10000TEU,1
2021/6/22 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,台北港,全貨櫃船,中華民國,3000TEU以下,1
2015/1/19 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2021/5/1 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,上海,台北港,全貨櫃船,中華民國,3000TEU以下,1
2015/3/16 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/3/17 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/2/27 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/2/5 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/2/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/1/16 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/1/16 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,水泥專用船,香港,6000~10000TEU,1
2021/6/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,3000TEU以下,1
2021/5/27 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,3000TEU以下,1
2021/5/4 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,3000TEU以下,1
2021/7/3 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,3000TEU以下,1
2018/7/9 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),中國大陸,寧波,基隆港,全貨櫃船,巴拿馬,3000TEU以下,1
2015/12/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中華民國,6000~10000TEU,1
2015/7/4 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,香港,6000~10000TEU,1
2018/9/19 上午 12:00:00,遠洋航線,進港,裝貨,C410南非航線(含大陸),中國大陸,浙江寧波,基隆港,全貨櫃船,香港,3000TEU以下,1
2021/7/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,3000TEU以下,1
2021/6/4 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中華民國,3000TEU以下,1
2021/6/22 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中華民國,3000TEU以下,1
2021/7/27 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中華民國,3000TEU以下,1
2021/6/28 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,3000TEU以下,1
2021/6/18 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,3000TEU以下,1
2021/5/21 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,3000TEU以下,1
2021/7/18 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,3000TEU以下,1
2021/5/22 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中華民國,3000TEU以下,1
2021/7/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中華民國,3000TEU以下,1
2021/5/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,連雲港,基隆港,全貨櫃船,中國大陸,3000TEU以下,1
2017/1/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,花蓮港,散裝船,馬紹爾群島共和國,3000TEU以下,1
2020/3/1 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,花蓮港,雜貨船,巴哈馬,3000TEU以下,1
2015/6/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,花蓮港,散裝船,中華民國,6000~10000TEU,1
2015/2/11 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,花蓮港,散裝船,巴拿馬,6000~10000TEU,1
2017/8/24 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,花蓮港,散裝船,巴拿馬,3000TEU以下,1
2017/3/9 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,舟山,花蓮港,散裝船,新加坡,3000TEU以下,1
2017/12/7 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,營口,花蓮港,散裝船,巴拿馬,3000TEU以下,1
2015/10/21 上午 12:00:00,近洋航線,進港,裝貨,A200東南亞航線,日本,東播磨港,花蓮港,散裝船,巴拿馬,6000~10000TEU,1
2015/12/15 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,馬來西亞,巴生港,花蓮港,雜貨船,巴拿馬,6000~10000TEU,1
2015/2/23 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,馬來西亞,巴生港,花蓮港,雜貨船,大韓民國（南韓）,6000~10000TEU,1
2015/4/27 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,馬來西亞,拿篤,花蓮港,水泥專用船,中華民國,6000~10000TEU,1
2015/3/31 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,馬來西亞,拿篤,花蓮港,水泥專用船,中華民國,6000~10000TEU,1
2015/8/5 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,馬來西亞,拿篤,花蓮港,水泥專用船,中華民國,6000~10000TEU,1
2015/7/20 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,馬來西亞,拿篤,花蓮港,水泥專用船,中華民國,6000~10000TEU,1
2015/6/24 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,馬來西亞,拿篤,花蓮港,水泥專用船,中華民國,6000~10000TEU,1
2015/5/24 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,馬來西亞,拿篤,花蓮港,水泥專用船,中華民國,6000~10000TEU,1
2015/1/6 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,馬來西亞,拿篤,花蓮港,水泥專用船,中華民國,6000~10000TEU,1
2015/1/28 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,馬來西亞,拿篤,花蓮港,水泥專用船,中華民國,6000~10000TEU,1
2015/2/21 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,馬來西亞,拿篤,花蓮港,水泥專用船,中華民國,6000~10000TEU,1
2015/1/29 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/1/30 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2018/5/5 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,上海,台北港,全貨櫃船,新加坡,10000~14000TEU,1
2018/8/10 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,上海,台北港,全貨櫃船,新加坡,6000~10000TEU,1
2018/6/29 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,上海,台北港,全貨櫃船,新加坡,6000~10000TEU,1
2018/7/20 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,上海,台北港,全貨櫃船,新加坡,6000~10000TEU,1
2018/8/2 上午 12:00:00,遠洋航線,進港,裝貨,A912亞洲/地中海航線(含大陸),中國大陸,上海,台北港,全貨櫃船,新加坡,3000~6000TEU,1
2018/10/20 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,上海,台北港,全貨櫃船,新加坡,6000~10000TEU,1
2018/9/29 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,上海,台北港,全貨櫃船,新加坡,6000~10000TEU,1
2018/9/21 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,上海,台北港,全貨櫃船,新加坡,10000~14000TEU,1
2019/2/22 上午 12:00:00,遠洋航線,進港,裝貨,B104歐洲/地中海航線(含大陸),中國大陸,上海,台北港,全貨櫃船,巴拿馬,14000TEU以上,1
2015/11/12 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
2015/11/12 上午 12:00:00,近洋航線,進港,裝貨,兩岸直航航線,中國大陸,廈門,台北港,散裝船,香港,6000~10000TEU,1
