時間,來源港國家,來源港口,目的港國家,目的港口,轉運港口,貨櫃量,TEU數
2017/3/19 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,卡加延－德奧羅,高雄港,2,4
2017/3/19 上午 12:00:00,新加坡,新加坡港,菲律賓,Tagoloan,高雄港,2,2
2017/3/19 上午 12:00:00,新加坡,新加坡港,越南,海防,高雄港,2,4
2017/3/20 上午 12:00:00,菲律賓,宿移,泰國,曼谷,高雄港,6,8
2017/3/20 上午 12:00:00,菲律賓,卡加延－德奧羅,泰國,曼谷,高雄港,1,2
2017/3/20 上午 12:00:00,菲律賓,卡加延－德奧羅,泰國,南查邦,高雄港,10,10
2017/3/21 上午 12:00:00,印度,那瓦夏瓦,泰國,南查邦,高雄港,8,12
2017/3/18 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉北港,高雄港,150,223
2017/3/12 上午 12:00:00,馬來西亞,巴生港,菲律賓,馬尼拉,高雄港,4,4
2017/3/17 上午 12:00:00,印度尼西亞,泗水港,馬來西亞,古晉,高雄港,4,8
2017/3/17 上午 12:00:00,馬來西亞,平多羅,印度尼西亞,雅加達,高雄港,19,19
2017/3/16 上午 12:00:00,新加坡,新加坡港,澳大利亞,湯斯維爾,高雄港,2,4
2017/3/16 上午 12:00:00,越南,歸仁,馬來西亞,丹絨柏樂巴斯,高雄港,16,32
2017/3/16 上午 12:00:00,越南,緬它,新加坡,新加坡港,高雄港,58,94
2017/3/17 上午 12:00:00,印度尼西亞,雅加達,澳大利亞,布里斯本,高雄港,1,1
2017/3/11 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,2,4
2017/3/11 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉北港,高雄港,142,222
2017/3/12 上午 12:00:00,印度尼西亞,雅加達,馬來西亞,巴生港,高雄港,2,2
2017/3/27 上午 12:00:00,菲律賓,宿移,泰國,曼谷,高雄港,6,8
2017/3/27 上午 12:00:00,菲律賓,卡加延－德奧羅,澳大利亞,布里斯本,高雄港,1,1
2017/3/27 上午 12:00:00,菲律賓,卡加延－德奧羅,澳大利亞,墨爾本,高雄港,3,5
2017/3/27 上午 12:00:00,菲律賓,卡加延－德奧羅,澳大利亞,雪梨,高雄港,4,5
2017/3/27 上午 12:00:00,泰國,南查邦,菲律賓,宿移,高雄港,14,24
2017/3/27 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉,高雄港,36,72
2017/3/29 上午 12:00:00,紐西蘭,陶蘭加,孟加拉,吉大港,高雄港,24,48
2017/3/29 上午 12:00:00,紐西蘭,陶蘭加,印度,蒙得拉,高雄港,24,48
2017/3/29 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,馬尼拉,高雄港,68,96
2017/3/30 上午 12:00:00,澳大利亞,布里斯本,孟加拉,吉大港,高雄港,10,10
2017/3/30 上午 12:00:00,澳大利亞,布里斯本,斯里蘭卡,可倫坡,高雄港,2,2
2017/3/30 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,1,1
2017/3/30 上午 12:00:00,澳大利亞,布里斯本,泰國,曼谷,高雄港,1,1
2017/3/30 上午 12:00:00,澳大利亞,布里斯本,泰國,南查邦,高雄港,10,20
2017/3/30 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,19,19
2017/3/30 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉,高雄港,2,3
2017/3/30 上午 12:00:00,澳大利亞,墨爾本,巴基斯坦,喀拉蚩,高雄港,10,10
2017/3/30 上午 12:00:00,澳大利亞,墨爾本,越南,胡志明,高雄港,2,2
2017/3/30 上午 12:00:00,澳大利亞,雪梨,越南,海防,高雄港,20,20
2017/3/30 上午 12:00:00,印度尼西亞,雅加達,馬來西亞,古晉,高雄港,1,2
2017/3/30 上午 12:00:00,印度尼西亞,泗水港,馬來西亞,古晉,高雄港,1,1
2017/3/30 上午 12:00:00,馬來西亞,平多羅,印度尼西亞,雅加達,高雄港,31,31
2017/3/21 上午 12:00:00,馬來西亞,巴生港,越南,峴港,高雄港,16,16
2017/3/19 上午 12:00:00,印度尼西亞,雅加達,馬來西亞,巴生港,高雄港,4,4
2017/3/27 上午 12:00:00,印度,那瓦夏瓦,泰國,南查邦,高雄港,2,2
2017/3/21 上午 12:00:00,紐西蘭,陶蘭加,印度,馬德拉斯,高雄港,4,8
2017/3/21 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,馬尼拉,高雄港,112,120
2017/3/21 上午 12:00:00,泰國,南查邦,菲律賓,宿移,高雄港,18,26
2017/3/21 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉,高雄港,39,51
2017/3/21 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉南港,高雄港,20,32
2017/3/25 上午 12:00:00,印度尼西亞,泗水港,馬來西亞,古晉,高雄港,3,6
2017/3/25 上午 12:00:00,馬來西亞,平多羅,印度尼西亞,雅加達,高雄港,23,23
2017/3/25 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉北港,高雄港,142,204
2017/3/25 上午 12:00:00,越南,峴港,泰國,曼谷,高雄港,2,4
2017/3/25 上午 12:00:00,越南,峴港,泰國,南查邦,高雄港,6,8
2017/4/6 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉,高雄港,6,10
2017/4/6 上午 12:00:00,澳大利亞,布里斯本,越南,卡萊港,高雄港,2,2
2017/4/6 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,34,34
2017/4/6 上午 12:00:00,澳大利亞,墨爾本,越南,海防,高雄港,2,4
2017/4/6 上午 12:00:00,澳大利亞,雪梨,巴基斯坦,喀拉蚩,高雄港,20,20
2017/4/6 上午 12:00:00,新加坡,新加坡港,新加坡,新加坡港,高雄港,1,1
2017/4/7 上午 12:00:00,馬來西亞,平多羅,印度尼西亞,雅加達,高雄港,3,3
2017/4/8 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,4,8
2017/4/8 上午 12:00:00,泰國,南查邦,菲律賓,宿移,高雄港,64,78
2017/4/8 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉北港,高雄港,48,60
2017/4/8 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉南港,高雄港,12,20
2017/4/9 上午 12:00:00,馬來西亞,巴生港,越南,峴港,高雄港,54,54
2017/4/10 上午 12:00:00,菲律賓,宿移,印度,那瓦夏瓦,高雄港,126,126
2017/4/10 上午 12:00:00,菲律賓,卡加延－德奧羅,印度,那瓦夏瓦,高雄港,14,14
2017/4/10 上午 12:00:00,菲律賓,卡加延－德奧羅,巴基斯坦,喀拉蚩,高雄港,24,26
2017/4/12 上午 12:00:00,紐西蘭,陶蘭加,孟加拉,吉大港,高雄港,16,30
2017/4/12 上午 12:00:00,紐西蘭,陶蘭加,印度,馬德拉斯,高雄港,2,2
2017/4/12 上午 12:00:00,紐西蘭,陶蘭加,印度,蒙得拉,高雄港,24,48
2017/4/12 上午 12:00:00,紐西蘭,陶蘭加,印度,維薩喀巴坦,高雄港,20,20
2017/4/12 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,卡加延－德奧羅,高雄港,48,86
2017/4/12 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,馬尼拉,高雄港,116,194
2017/4/12 上午 12:00:00,紐西蘭,陶蘭加,泰國,南查邦,高雄港,30,60
2017/4/13 上午 12:00:00,印度尼西亞,泗水港,馬來西亞,古晉,高雄港,1,1
2017/4/14 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉,高雄港,6,8
2017/4/14 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,40,40
2017/4/14 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉北港,高雄港,18,34
2017/4/14 上午 12:00:00,澳大利亞,墨爾本,巴基斯坦,喀拉蚩,高雄港,20,20
2017/4/14 上午 12:00:00,澳大利亞,墨爾本,泰國,南查邦,高雄港,2,2
2017/4/14 上午 12:00:00,澳大利亞,墨爾本,泰國,萊卡邦港,高雄港,10,10
2017/4/14 上午 12:00:00,澳大利亞,墨爾本,越南,海防,高雄港,8,14
2017/4/14 上午 12:00:00,澳大利亞,雪梨,印度尼西亞,泗水港,高雄港,10,10
2017/4/14 上午 12:00:00,澳大利亞,雪梨,菲律賓,卡加延－德奧羅,高雄港,40,40
2017/4/14 上午 12:00:00,澳大利亞,雪梨,菲律賓,馬尼拉,高雄港,12,24
2017/4/14 上午 12:00:00,澳大利亞,雪梨,巴基斯坦,喀拉蚩,高雄港,10,10
2017/4/14 上午 12:00:00,澳大利亞,雪梨,越南,海防,高雄港,2,2
2017/4/14 上午 12:00:00,孟加拉,吉大港,新加坡,新加坡港,高雄港,4,6
2017/4/14 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,菲律賓,馬尼拉南港,高雄港,26,52
2017/4/14 上午 12:00:00,馬來西亞,丹絨柏樂巴斯,越南,峴港,高雄港,2,4
2017/4/14 上午 12:00:00,越南,峴港,泰國,曼谷,高雄港,4,4
2017/4/3 上午 12:00:00,馬來西亞,巴生港,越南,峴港,高雄港,74,74
2017/4/3 上午 12:00:00,菲律賓,宿移,馬來西亞,巴生港,高雄港,6,6
2017/4/3 上午 12:00:00,菲律賓,宿移,泰國,曼谷,高雄港,3,6
2017/4/3 上午 12:00:00,菲律賓,卡加延－德奧羅,印度,那瓦夏瓦,高雄港,8,8
2017/4/3 上午 12:00:00,菲律賓,卡加延－德奧羅,巴基斯坦,喀拉蚩,高雄港,10,10
2017/4/3 上午 12:00:00,菲律賓,卡加延－德奧羅,泰國,曼谷,高雄港,2,2
2017/4/3 上午 12:00:00,菲律賓,卡加延－德奧羅,泰國,南查邦,高雄港,8,8
2017/4/3 上午 12:00:00,菲律賓,蘇比克灣,澳大利亞,佛里曼特,高雄港,1,1
2017/4/3 上午 12:00:00,新加坡,新加坡港,馬來西亞,古晉,高雄港,4,4
2017/4/4 上午 12:00:00,紐西蘭,陶蘭加,孟加拉,吉大港,高雄港,6,10
2017/4/4 上午 12:00:00,紐西蘭,陶蘭加,印度,馬德拉斯,高雄港,12,12
2017/4/4 上午 12:00:00,紐西蘭,陶蘭加,印度,蒙得拉,高雄港,8,16
2017/4/4 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,馬尼拉,高雄港,108,130
2017/4/4 上午 12:00:00,紐西蘭,陶蘭加,越南,胡志明,高雄港,8,16
2017/4/5 上午 12:00:00,澳大利亞,布里斯本,斯里蘭卡,可倫坡,高雄港,20,20
2017/4/5 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉,高雄港,4,4
2017/4/5 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,12,12
2017/4/5 上午 12:00:00,澳大利亞,布里斯本,巴基斯坦,喀拉蚩,高雄港,30,30
2017/4/15 上午 12:00:00,泰國,南查邦,菲律賓,宿移,高雄港,16,24
2017/4/15 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉北港,高雄港,144,230
2017/4/15 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉南港,高雄港,12,24
2017/3/30 上午 12:00:00,新加坡,新加坡港,越南,海防,高雄港,2,4
2017/3/30 上午 12:00:00,越南,緬它,新加坡,新加坡港,高雄港,18,20
2017/4/2 上午 12:00:00,印度尼西亞,雅加達,馬來西亞,巴生港,高雄港,4,4
2017/4/3 上午 12:00:00,印度,那瓦夏瓦,馬來西亞,平多羅,高雄港,100,100
2017/4/3 上午 12:00:00,印度,那瓦夏瓦,馬來西亞,古晉,高雄港,8,8
2017/4/1 上午 12:00:00,新加坡,新加坡港,越南,海防,高雄港,8,16
2017/4/1 上午 12:00:00,泰國,南查邦,菲律賓,宿移,高雄港,52,70
2017/4/1 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉北港,高雄港,168,277
2017/4/1 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉南港,高雄港,14,28
2017/4/21 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉,高雄港,10,14
2017/4/21 上午 12:00:00,澳大利亞,布里斯本,泰國,南查邦,高雄港,2,4
2017/4/21 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,10,12
2017/4/21 上午 12:00:00,澳大利亞,墨爾本,越南,卡萊港,高雄港,28,56
2017/4/21 上午 12:00:00,澳大利亞,墨爾本,越南,海防,高雄港,6,10
2017/4/21 上午 12:00:00,澳大利亞,雪梨,泰國,曼谷,高雄港,2,2
2017/4/21 上午 12:00:00,澳大利亞,雪梨,越南,峴港,高雄港,32,32
2017/4/21 上午 12:00:00,澳大利亞,雪梨,越南,海防,高雄港,88,96
2017/4/22 上午 12:00:00,印度尼西亞,泗水港,馬來西亞,古晉,高雄港,4,8
2017/4/22 上午 12:00:00,馬來西亞,平多羅,印度尼西亞,雅加達,高雄港,5,5
2017/4/22 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉北港,高雄港,114,194
2017/4/23 上午 12:00:00,印度尼西亞,雅加達,馬來西亞,巴生港,高雄港,4,4
2017/4/23 上午 12:00:00,馬來西亞,巴生港,越南,峴港,高雄港,56,56
2017/4/24 上午 12:00:00,菲律賓,宿移,泰國,曼谷,高雄港,2,2
2017/4/24 上午 12:00:00,菲律賓,卡加延－德奧羅,印度,那瓦夏瓦,高雄港,6,6
2017/4/24 上午 12:00:00,菲律賓,卡加延－德奧羅,巴基斯坦,喀拉蚩,高雄港,12,12
2017/4/24 上午 12:00:00,菲律賓,Tagoloan,印度,那瓦夏瓦,高雄港,6,6
2017/4/24 上午 12:00:00,菲律賓,Tagoloan,巴基斯坦,喀拉蚩,高雄港,12,12
2017/4/24 上午 12:00:00,泰國,南查邦,菲律賓,宿移,高雄港,12,24
2017/4/24 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉,高雄港,44,88
2017/4/24 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉南港,高雄港,40,60
2017/4/24 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉,高雄港,26,32
2017/4/25 上午 12:00:00,澳大利亞,布里斯本,印度,那瓦夏瓦,高雄港,29,29
2017/4/18 上午 12:00:00,越南,海防,越南,海防,高雄港,1,2
2017/4/19 上午 12:00:00,紐西蘭,陶蘭加,印度,蒙得拉,高雄港,10,20
2017/4/19 上午 12:00:00,紐西蘭,陶蘭加,印度,維薩喀巴坦,高雄港,72,72
2017/4/19 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,卡加延－德奧羅,高雄港,10,10
2017/4/19 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,馬尼拉,高雄港,78,100
2017/4/20 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉,高雄港,4,4
2017/4/20 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉北港,高雄港,4,8
2017/4/20 上午 12:00:00,澳大利亞,墨爾本,越南,海防,高雄港,40,40
2017/4/20 上午 12:00:00,澳大利亞,雪梨,菲律賓,馬尼拉北港,高雄港,2,4
2017/4/20 上午 12:00:00,澳大利亞,雪梨,越南,海防,高雄港,16,16
2017/4/20 上午 12:00:00,馬來西亞,巴生港,澳大利亞,湯斯維爾,高雄港,20,20
2017/4/16 上午 12:00:00,新加坡,新加坡港,印度尼西亞,勿拉灣港,高雄港,8,16
2017/4/16 上午 12:00:00,新加坡,新加坡港,越南,海防,高雄港,2,4
2017/4/17 上午 12:00:00,印度,那瓦夏瓦,泰國,南查邦,高雄港,2,2
2017/4/17 上午 12:00:00,菲律賓,宿移,印度,那瓦夏瓦,高雄港,63,63
2017/4/17 上午 12:00:00,菲律賓,宿移,泰國,曼谷,高雄港,10,14
2017/4/17 上午 12:00:00,菲律賓,卡加延－德奧羅,印度,那瓦夏瓦,高雄港,8,8
2017/4/17 上午 12:00:00,菲律賓,卡加延－德奧羅,泰國,曼谷,高雄港,4,4
2017/4/17 上午 12:00:00,菲律賓,卡加延－德奧羅,泰國,南查邦,高雄港,2,2
2017/4/18 上午 12:00:00,澳大利亞,布里斯本,印度,那瓦夏瓦,高雄港,20,20
2017/4/18 上午 12:00:00,澳大利亞,布里斯本,斯里蘭卡,可倫坡,高雄港,20,20
2017/4/18 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,2,2
2017/4/26 上午 12:00:00,紐西蘭,陶蘭加,孟加拉,吉大港,高雄港,4,8
2017/4/26 上午 12:00:00,紐西蘭,陶蘭加,印度,蒙得拉,高雄港,5,10
2017/4/26 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,卡加延－德奧羅,高雄港,10,10
2017/4/26 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,馬尼拉,高雄港,75,103
2017/4/26 上午 12:00:00,紐西蘭,陶蘭加,巴基斯坦,凱西姆港,高雄港,20,20
2017/4/27 上午 12:00:00,澳大利亞,布里斯本,印度,馬德拉斯,高雄港,1,2
2017/4/27 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉,高雄港,3,6
2017/4/27 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,4,4
2017/4/27 上午 12:00:00,澳大利亞,墨爾本,印度尼西亞,勿拉灣港,高雄港,40,40
2017/4/27 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉,高雄港,2,2
2017/4/27 上午 12:00:00,澳大利亞,墨爾本,泰國,曼谷,高雄港,2,2
2017/4/27 上午 12:00:00,澳大利亞,墨爾本,泰國,南查邦,高雄港,3,6
2017/4/27 上午 12:00:00,澳大利亞,墨爾本,泰國,萊卡邦港,高雄港,5,5
2017/4/27 上午 12:00:00,澳大利亞,墨爾本,越南,海防,高雄港,75,118
2017/4/27 上午 12:00:00,澳大利亞,雪梨,馬來西亞,檳榔嶼/檳榔嶼/檳州,高雄港,68,68
2017/4/27 上午 12:00:00,澳大利亞,雪梨,菲律賓,馬尼拉,高雄港,28,38
2017/4/27 上午 12:00:00,澳大利亞,雪梨,越南,海防,高雄港,7,13
2017/4/27 上午 12:00:00,澳大利亞,湯斯維爾,印度尼西亞,泗水港,高雄港,6,12
2017/4/28 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉,高雄港,2,4
2017/4/28 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉北港,高雄港,28,50
2017/4/28 上午 12:00:00,澳大利亞,墨爾本,巴基斯坦,喀拉蚩,高雄港,10,10
2017/4/28 上午 12:00:00,澳大利亞,墨爾本,越南,海防,高雄港,2,2
2017/4/28 上午 12:00:00,澳大利亞,雪梨,菲律賓,馬尼拉北港,高雄港,2,4
2017/4/28 上午 12:00:00,澳大利亞,雪梨,巴基斯坦,喀拉蚩,高雄港,20,20
2017/4/27 上午 12:00:00,馬來西亞,亞庇(哥打京那巴魯),澳大利亞,雪梨,高雄港,1,2
2017/4/27 上午 12:00:00,馬來西亞,亞庇(哥打京那巴魯),斯里蘭卡,可倫坡,高雄港,3,6
2017/4/27 上午 12:00:00,馬來西亞,亞庇(哥打京那巴魯),菲律賓,馬尼拉南港,高雄港,7,14
2017/4/27 上午 12:00:00,馬來西亞,亞庇(哥打京那巴魯),巴基斯坦,喀拉蚩,高雄港,3,6
2017/4/27 上午 12:00:00,馬來西亞,斗湖,印度,蒙得拉,高雄港,2,2
2017/4/27 上午 12:00:00,馬來西亞,斗湖,斯里蘭卡,可倫坡,高雄港,3,6
2017/4/30 上午 12:00:00,印度,那瓦夏瓦,馬來西亞,平多羅,高雄港,126,144
2017/4/30 上午 12:00:00,印度,那瓦夏瓦,越南,海防,高雄港,2,2
2017/5/1 上午 12:00:00,菲律賓,宿移,印度,那瓦夏瓦,高雄港,23,23
2017/5/1 上午 12:00:00,菲律賓,宿移,泰國,曼谷,高雄港,8,8
2017/5/1 上午 12:00:00,菲律賓,卡加延－德奧羅,巴基斯坦,喀拉蚩,高雄港,27,27
2017/5/1 上午 12:00:00,菲律賓,Tagoloan,印度,那瓦夏瓦,高雄港,4,4
2017/5/1 上午 12:00:00,菲律賓,Tagoloan,巴基斯坦,喀拉蚩,高雄港,27,27
2017/5/1 上午 12:00:00,泰國,南查邦,菲律賓,宿移,高雄港,10,10
2017/5/1 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉南港,高雄港,12,24
2017/5/5 上午 12:00:00,馬來西亞,巴生港,澳大利亞,湯斯維爾,高雄港,16,16
2017/5/5 上午 12:00:00,新加坡,新加坡港,印度尼西亞,雅加達,高雄港,2,4
2017/5/6 上午 12:00:00,馬來西亞,平多羅,印度尼西亞,雅加達,高雄港,5,5
2017/5/6 上午 12:00:00,新加坡,新加坡港,菲律賓,馬尼拉北港,高雄港,3,6
2017/5/6 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉北港,高雄港,100,149
2017/5/7 上午 12:00:00,印度,那瓦夏瓦,馬來西亞,巴生港,高雄港,6,12
2017/5/7 上午 12:00:00,泰國,南查邦,菲律賓,宿移,高雄港,26,36
2017/5/7 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉,高雄港,84,130
2017/5/7 上午 12:00:00,泰國,南查邦,菲律賓,馬尼拉南港,高雄港,60,68
2017/5/7 上午 12:00:00,越南,胡志明,菲律賓,馬尼拉,高雄港,18,20
2017/5/8 上午 12:00:00,菲律賓,宿移,泰國,曼谷,高雄港,4,6
2017/5/8 上午 12:00:00,泰國,曼谷,新加坡,新加坡港,高雄港,4,8
2017/5/9 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉,高雄港,6,8
2017/5/9 上午 12:00:00,澳大利亞,布里斯本,泰國,曼谷,高雄港,6,12
2017/5/9 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,24,48
2017/5/2 上午 12:00:00,紐西蘭,陶蘭加,孟加拉,吉大港,高雄港,8,14
2017/5/2 上午 12:00:00,紐西蘭,陶蘭加,印度,蒙得拉,高雄港,4,8
2017/5/2 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,馬尼拉,高雄港,108,138
2017/5/2 上午 12:00:00,越南,海防,馬來西亞,檳榔嶼/檳榔嶼/檳州,高雄港,5,10
2017/5/3 上午 12:00:00,澳大利亞,布里斯本,印度,那瓦夏瓦,高雄港,34,34
2017/5/3 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉北港,高雄港,12,12
2017/5/3 上午 12:00:00,孟加拉,吉大港,新加坡,新加坡港,高雄港,2,2
2017/5/3 上午 12:00:00,新加坡,新加坡港,越南,海防,高雄港,4,8
2017/5/4 上午 12:00:00,澳大利亞,布里斯本,印度,蒙得拉,高雄港,4,4
2017/5/4 上午 12:00:00,澳大利亞,布里斯本,菲律賓,馬尼拉,高雄港,2,4
2017/5/4 上午 12:00:00,澳大利亞,布里斯本,菲律賓,蘇比克灣,高雄港,2,4
2017/5/4 上午 12:00:00,澳大利亞,布里斯本,巴基斯坦,喀拉蚩,高雄港,20,20
2017/5/4 上午 12:00:00,澳大利亞,布里斯本,越南,海防,高雄港,36,38
2017/5/4 上午 12:00:00,澳大利亞,布里斯本,越南,胡志明,高雄港,2,4
2017/5/4 上午 12:00:00,澳大利亞,墨爾本,菲律賓,卡加延－德奧羅,高雄港,40,40
2017/5/4 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉,高雄港,4,4
2017/5/4 上午 12:00:00,澳大利亞,墨爾本,菲律賓,馬尼拉南港,高雄港,2,4
2017/5/4 上午 12:00:00,澳大利亞,墨爾本,巴基斯坦,喀拉蚩,高雄港,20,20
2017/5/4 上午 12:00:00,澳大利亞,墨爾本,泰國,曼谷,高雄港,4,4
2017/5/4 上午 12:00:00,澳大利亞,墨爾本,泰國,南查邦,高雄港,50,50
2017/5/4 上午 12:00:00,澳大利亞,墨爾本,越南,海防,高雄港,28,50
2017/5/4 上午 12:00:00,澳大利亞,雪梨,菲律賓,卡加延－德奧羅,高雄港,80,80
2017/5/4 上午 12:00:00,澳大利亞,雪梨,菲律賓,馬尼拉,高雄港,16,16
2017/5/4 上午 12:00:00,澳大利亞,雪梨,菲律賓,馬尼拉北港,高雄港,4,8
2017/5/4 上午 12:00:00,澳大利亞,雪梨,越南,海防,高雄港,48,52
2017/5/4 上午 12:00:00,澳大利亞,雪梨,越南,胡志明,高雄港,2,2
2017/5/4 上午 12:00:00,馬來西亞,巴西古丹(巴錫爾古當),菲律賓,馬尼拉南港,高雄港,4,8
2017/5/10 上午 12:00:00,紐西蘭,陶蘭加,孟加拉,吉大港,高雄港,10,20
2017/5/10 上午 12:00:00,紐西蘭,陶蘭加,印度,蒙得拉,高雄港,6,12
2017/5/10 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,卡加延－德奧羅,高雄港,14,28
2017/5/10 上午 12:00:00,紐西蘭,陶蘭加,菲律賓,馬尼拉,高雄港,22,24
2017/5/10 上午 12:00:00,紐西蘭,陶蘭加,泰國,南查邦,高雄港,14,28
2017/5/11 上午 12:00:00,澳大利亞,布里斯本,印度,那瓦夏瓦,高雄港,20,20
2017/5/11 上午 12:00:00,澳大利亞,墨爾本,印度,馬德拉斯,高雄港,20,20
