時間,進港/出港,港口國,港口,臺灣港口,貨櫃/非貨櫃,船舶種類,船舶國籍,總噸數,艘次
2016/4/8 上午 12:00:00,出港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,馬紹爾群島共和國,51265,1
2017/1/15 上午 12:00:00,進港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,中華民國,104352,1
2016/7/12 上午 12:00:00,進港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,中華民國,42709,1
2016/9/11 上午 12:00:00,出港,澳大利亞,紐塞(新堡),台北港,非貨櫃船,散裝船,中華民國,46935,1
2017/3/7 上午 12:00:00,出港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,中華民國,46935,1
2021/7/1 上午 12:00:00,進港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,中華民國,46935,1
2015/6/8 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8333,1
2015/8/10 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8333,1
2015/9/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8333,1
2015/11/2 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8333,1
2015/11/3 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8333,1
2015/8/31 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8333,1
2016/2/23 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,16666,2
2015/10/13 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8333,1
2021/7/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,14089,1
2021/7/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,35908,2
2021/5/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,14089,1
2021/5/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,17954,1
2021/5/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,20902,1
2021/5/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,20902,1
2021/5/1 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,新加坡,17954,1
2021/5/1 上午 12:00:00,進港,越南,胡志明,台北港,貨櫃船,全貨櫃船,新加坡,13246,1
2019/4/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,馬爾他,19035,1
2018/12/1 上午 12:00:00,出港,越南,胡志明,台中港,貨櫃船,全貨櫃船,馬爾他,25458,1
2021/2/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,60855,1
2020/12/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,28932,1
2020/12/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,11568,1
2020/12/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,28932,1
2021/6/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,62687,1
2021/5/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,59705,1
2020/11/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,4974,1
2020/11/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,8455,1
2021/2/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,9488,1
2021/3/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,8455,1
2018/11/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,156501,1
2018/8/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,59671,1
2018/8/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,62350,1
2018/10/1 上午 12:00:00,進港,新加坡,新加坡港,台中港,非貨櫃船,油輪,巴拿馬,28231,1
2018/10/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,28465,1
2018/10/1 上午 12:00:00,出港,新加坡,新加坡港,台中港,非貨櫃船,油輪,巴拿馬,28231,1
2018/10/1 上午 12:00:00,出港,新加坡,新加坡港,台中港,非貨櫃船,油輪,巴拿馬,31433,1
2021/6/1 上午 12:00:00,出港,澳大利亞,紐塞(新堡),台北港,非貨櫃船,散裝船,中華民國,46935,1
2016/11/1 上午 12:00:00,進港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,新加坡,45232,1
2016/12/20 上午 12:00:00,進港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,新加坡,43687,1
2017/1/15 上午 12:00:00,進港,澳大利亞,紐塞(新堡),台北港,非貨櫃船,散裝船,新加坡,46935,1
2016/12/22 上午 12:00:00,出港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,新加坡,46935,1
2017/2/13 上午 12:00:00,出港,澳大利亞,紐塞(新堡),高雄港,非貨櫃船,散裝船,新加坡,43687,1
2017/2/13 上午 12:00:00,出港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,新加坡,43687,1
2016/12/27 上午 12:00:00,進港,澳大利亞,紐塞(新堡),高雄港,非貨櫃船,散裝船,新加坡,51238,1
2019/7/1 上午 12:00:00,進港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,香港,51209,1
2019/7/1 上午 12:00:00,出港,澳大利亞,紐塞(新堡),高雄港,非貨櫃船,散裝船,香港,52735,1
2019/7/1 上午 12:00:00,出港,澳大利亞,紐塞(新堡),台北港,非貨櫃船,散裝船,香港,51265,1
2019/7/1 上午 12:00:00,出港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,香港,51130,1
2019/7/1 上午 12:00:00,出港,澳大利亞,紐塞(新堡),高雄港,非貨櫃船,散裝船,香港,41342,1
2019/7/1 上午 12:00:00,進港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,香港,51905,1
2019/9/1 上午 12:00:00,進港,澳大利亞,紐塞(新堡),高雄港,非貨櫃船,散裝船,香港,51208,1
2019/9/1 上午 12:00:00,進港,澳大利亞,紐塞(新堡),高雄港,非貨櫃船,散裝船,香港,45271,1
2021/2/1 上午 12:00:00,進港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,中華民國,46935,1
2019/1/1 上午 12:00:00,出港,越南,胡志明,台中港,貨櫃船,全貨櫃船,馬爾他,25458,1
2018/7/1 上午 12:00:00,出港,越南,胡志明,台中港,貨櫃船,全貨櫃船,馬爾他,50916,2
2019/2/1 上午 12:00:00,進港,越南,胡志明,台北港,貨櫃船,全貨櫃船,馬爾他,18102,1
2021/5/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,14089,1
2021/5/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,17954,1
2021/5/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,17954,1
2021/5/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,20902,1
2021/6/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,28178,2
2021/6/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,35908,2
2021/6/1 上午 12:00:00,進港,越南,海防,台北港,貨櫃船,全貨櫃船,新加坡,20924,1
2021/6/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,14089,1
2021/6/1 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,17954,1
2015/4/27 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,17964,1
2015/1/26 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,17964,1
2015/11/10 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8333,1
2015/12/8 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8333,1
2016/1/18 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,16666,2
2016/1/18 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,16666,2
2015/10/22 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,18252,1
2015/6/28 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,17360,1
2015/7/22 上午 12:00:00,進港,菲律賓,蘇比克灣,台中港,貨櫃船,全貨櫃船,馬紹爾群島共和國,14308,1
2015/7/23 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,11716,1
2015/8/29 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,15995,1
2015/9/22 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,18252,1
2015/7/1 上午 12:00:00,進港,菲律賓,蘇比克灣,台中港,貨櫃船,全貨櫃船,馬紹爾群島共和國,21932,1
2015/7/2 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,18252,1
2015/7/2 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,14308,1
2015/4/14 上午 12:00:00,進港,菲律賓,馬尼拉,台中港,貨櫃船,全貨櫃船,馬紹爾群島共和國,21932,1
2015/4/14 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,26125,1
2015/5/14 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,11716,1
2015/9/2 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,18252,1
2015/2/24 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,新加坡,25305,1
2015/8/1 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,15995,1
2015/10/20 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,新加坡,52086,1
2015/10/26 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,新加坡,52086,1
2015/9/3 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,11716,1
2015/9/3 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,18252,1
2018/9/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,156501,1
2018/5/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,149282,1
2018/8/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,26900,1
2018/8/1 上午 12:00:00,進港,新加坡,新加坡港,台中港,非貨櫃船,油輪,巴拿馬,20333,1
2018/8/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,26900,1
2018/7/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,28231,1
2018/6/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,28777,1
2018/6/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,17413,1
2018/6/1 上午 12:00:00,進港,新加坡,新加坡港,台中港,非貨櫃船,油輪,巴拿馬,16360,1
2018/7/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,163660,1
2018/4/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,156501,1
2018/4/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,5182,1
2018/4/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,60855,1
2018/5/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,156501,1
2018/5/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,56285,1
2018/5/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,30027,1
2018/2/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,59262,1
2016/3/14 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,16666,2
2016/2/9 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8333,1
2015/10/20 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8333,1
2016/5/9 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,16666,2
2015/10/19 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8333,1
2016/4/11 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,16666,2
2016/4/12 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,16666,2
2015/12/25 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8957,1
2015/12/25 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8957,1
2016/2/8 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8333,1
2016/6/20 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,16666,2
2016/6/20 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,16666,2
2016/5/30 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,16666,2
2016/5/31 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,16666,2
2016/3/7 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,24999,3
2015/10/12 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8333,1
2015/11/23 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,越南,8333,1
2019/5/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,馬爾他,19035,1
2021/6/1 上午 12:00:00,出港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,新加坡,19668,2
2017/12/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,59262,1
2018/1/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,41397,1
2018/1/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,56365,1
2018/1/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,57458,1
2017/12/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,17413,1
2017/9/16 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,巴拿馬,57458,1
2020/4/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,馬紹爾群島共和國,42869,1
2019/9/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,馬紹爾群島共和國,28049,1
2018/8/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,香港,160882,1
2016/6/7 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,新加坡,30965,1
2019/5/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,馬紹爾群島共和國,63965,1
2016/4/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,新加坡,30965,1
2018/4/1 上午 12:00:00,出港,新加坡,新加坡港,基隆港,非貨櫃船,油輪,香港,26992,1
2018/4/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,香港,29557,1
2018/1/1 上午 12:00:00,進港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,香港,63076,1
2016/4/21 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,新加坡,43718,1
2019/2/1 上午 12:00:00,出港,新加坡,新加坡港,高雄港,非貨櫃船,油輪,馬紹爾群島共和國,170004,1
2019/6/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,馬爾他,38070,2
2018/7/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,10308,1
2019/3/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,馬爾他,38070,2
2015/9/24 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,14089,1
2019/7/1 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,馬爾他,19035,1
2015/12/4 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,14089,1
2015/10/28 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,新加坡,25305,1
2015/10/29 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,14089,1
2015/12/3 上午 12:00:00,進港,越南,海防,高雄港,貨櫃船,全貨櫃船,新加坡,14089,1
2015/10/12 上午 12:00:00,出港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,新加坡,17751,1
2015/10/12 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,新加坡,27279,1
2015/3/20 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,14308,1
2015/4/22 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,26374,1
2015/4/24 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,15995,1
2015/1/5 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,17964,1
2015/2/5 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,14308,1
2015/2/26 上午 12:00:00,出港,越南,海防,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,14308,1
2015/2/27 上午 12:00:00,進港,越南,胡志明,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,17964,1
2015/9/29 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,18252,1
2015/9/30 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,18252,1
2015/10/1 上午 12:00:00,出港,菲律賓,宿移,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,11716,1
2015/11/7 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,21932,1
2015/11/9 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,15995,1
2015/11/9 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,15995,1
2015/6/18 上午 12:00:00,進港,菲律賓,蘇比克灣,台中港,貨櫃船,全貨櫃船,馬紹爾群島共和國,21932,1
2015/6/20 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,15995,1
2015/6/20 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,25703,1
2015/8/23 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,14308,1
2015/8/26 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,18252,1
2015/8/27 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,馬紹爾群島共和國,18252,1
2016/8/16 上午 12:00:00,進港,菲律賓,馬尼拉,台中港,貨櫃船,全貨櫃船,香港,28927,1
2016/1/11 上午 12:00:00,進港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,新加坡,104172,2
2016/1/13 上午 12:00:00,進港,菲律賓,蘇比克灣,台中港,貨櫃船,全貨櫃船,新加坡,17609,1
2016/1/12 上午 12:00:00,出港,菲律賓,馬尼拉,高雄港,貨櫃船,全貨櫃船,新加坡,104172,2
2015/11/14 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,新加坡,15995,1
2015/12/12 上午 12:00:00,進港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,新加坡,17609,1
2015/12/12 上午 12:00:00,出港,菲律賓,蘇比克灣,高雄港,貨櫃船,全貨櫃船,新加坡,15995,1
2021/3/1 上午 12:00:00,出港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,中華民國,46935,1
2021/4/1 上午 12:00:00,進港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,中華民國,46935,1
2020/4/1 上午 12:00:00,出港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,中華民國,46935,1
2020/6/1 上午 12:00:00,進港,澳大利亞,紐塞(新堡),台中港,非貨櫃船,散裝船,中華民國,42709,1
2020/9/1 上午 12:00:00,進港,澳大利亞,紐塞(新堡),高雄港,非貨櫃船,散裝船,中華民國,42709,1
2020/9/1 上午 12:00:00,出港,澳大利亞,紐塞(新堡),台北港,非貨櫃船,散裝船,中華民國,46935,1
